salesOrderId,orderDate,dueDate,shipDate,status,salesOrderNumber,purchaseOrderNumber,accountNumber,territory,billToAddress,shipToAddress,creditCardId,creditCardApprovalCode,currencyRateId,subTotal,taxAmount,freight,totalDue
43745,2011-06-12T00:00:00,2011-06-24T00:00:00,2011-06-19T00:00:00,Shipped,SO43745,,10-4030-016514,Australia (Australia),"251 Ravenwood Dr.-Malabar, New South Wales, Australia","251 Ravenwood Dr.-Malabar, New South Wales, Australia",9626.0,634611Vi49589,158.0,3578.27,286.2616,89.4568,3953.9884
43746,2011-06-12T00:00:00,2011-06-24T00:00:00,2011-06-19T00:00:00,Shipped,SO43746,,10-4030-016616,Australia (Australia),"6684 Galloway Drive-Perth, South Australia, Australia","6684 Galloway Drive-Perth, South Australia, Australia",5138.0,434629Vi26884,158.0,3578.27,286.2616,89.4568,3953.9884
43747,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43747,,10-4030-027623,Southwest (United States),"6059 Dutch Slough Rd.-Lincoln Acres, California, United States","6059 Dutch Slough Rd.-Lincoln Acres, California, United States",16044.0,1230190Vi82952,,3578.27,286.2616,89.4568,3953.9884
43748,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43748,,10-4030-027625,Northwest (United States),"3407 Oak Brook Place-Lake Oswego, Oregon, United States","3407 Oak Brook Place-Lake Oswego, Oregon, United States",14948.0,430191Vi77442,,3578.27,286.2616,89.4568,3953.9884
43749,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43749,,10-4030-027636,Northwest (United States),"8650 Branch Street-Issaquah, Washington, United States","8650 Branch Street-Issaquah, Washington, United States",12504.0,130192Vi64692,,3578.27,286.2616,89.4568,3953.9884
43750,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43750,,10-4030-011591,France (France),"67, avenue de l´ Union Centrale-Versailles, Yveline, France","67, avenue de l´ Union Centrale-Versailles, Yveline, France",15541.0,1131100Vi80273,177.0,3578.27,286.2616,89.4568,3953.9884
43751,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43751,,10-4030-011592,France (France),"68, impasse Notre-Dame-Paris, Seine (Paris), France","68, impasse Notre-Dame-Paris, Seine (Paris), France",711.0,331101Vi3645,177.0,3578.27,286.2616,89.4568,3953.9884
43752,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43752,,10-4030-013265,Germany (Germany),"Hellweg 4754-Paderborn, Nordrhein-Westfalen, Germany","Hellweg 4754-Paderborn, Nordrhein-Westfalen, Germany",2736.0,731107Vi14233,175.0,3578.27,286.2616,89.4568,3953.9884
43753,2011-06-13T00:00:00,2011-06-25T00:00:00,2011-06-20T00:00:00,Shipped,SO43753,,10-4030-016482,Australia (Australia),"6992 Mt. View Drive-Bendigo, Victoria, Australia","6992 Mt. View Drive-Bendigo, Victoria, Australia",7588.0,734604Vi39312,171.0,3578.27,286.2616,89.4568,3953.9884
43754,2011-06-14T00:00:00,2011-06-26T00:00:00,2011-06-21T00:00:00,Shipped,SO43754,,10-4030-027617,Northwest (United States),"9191 Camelback Ct.-Olympia, Washington, United States","9191 Camelback Ct.-Olympia, Washington, United States",9734.0,630188Vi50171,,3578.27,286.2616,89.4568,3953.9884
43755,2011-06-14T00:00:00,2011-06-26T00:00:00,2011-06-21T00:00:00,Shipped,SO43755,,10-4030-027670,Southwest (United States),"2597 Sand Pointe Lane-Novato, California, United States","2597 Sand Pointe Lane-Novato, California, United States",14614.0,1030205Vi75785,,3578.27,286.2616,89.4568,3953.9884
43756,2011-06-14T00:00:00,2011-06-26T00:00:00,2011-06-21T00:00:00,Shipped,SO43756,,10-4030-019941,United Kingdom (United Kingdom),"2023 Flame Drive-London, England, United Kingdom","2023 Flame Drive-London, England, United Kingdom",9528.0,830399Vi49119,191.0,699.0982,55.9279,17.4775,772.5036
43757,2011-06-14T00:00:00,2011-06-26T00:00:00,2011-06-21T00:00:00,Shipped,SO43757,,10-4030-011017,Australia (Australia),"7330 Saddlehill Lane-Sunbury, Victoria, Australia","7330 Saddlehill Lane-Sunbury, Victoria, Australia",12801.0,635102Vi66203,184.0,3374.99,269.9992,84.3748,3729.364
43758,2011-06-15T00:00:00,2011-06-27T00:00:00,2011-06-22T00:00:00,Shipped,SO43758,,10-4030-027646,Southwest (United States),"7182 Benedict Ct-Imperial Beach, California, United States","7182 Benedict Ct-Imperial Beach, California, United States",17093.0,1230195Vi88773,,3578.27,286.2616,89.4568,3953.9884
43759,2011-06-15T00:00:00,2011-06-27T00:00:00,2011-06-22T00:00:00,Shipped,SO43759,,10-4030-013257,Germany (Germany),"Auf Der Steige 123-Hof, Bayern, Germany","Auf Der Steige 123-Hof, Bayern, Germany",11314.0,132135Vi58334,201.0,3578.27,286.2616,89.4568,3953.9884
43760,2011-06-15T00:00:00,2011-06-27T00:00:00,2011-06-22T00:00:00,Shipped,SO43760,,10-4030-016352,Australia (Australia),"3549 Peachwillow St.-Goulburn, New South Wales, Australia","3549 Peachwillow St.-Goulburn, New South Wales, Australia",7485.0,234603Vi38778,197.0,3578.27,286.2616,89.4568,3953.9884
43761,2011-06-15T00:00:00,2011-06-27T00:00:00,2011-06-22T00:00:00,Shipped,SO43761,,10-4030-016493,Australia (Australia),"6908 Laguna Circle-Seaford, Victoria, Australia","6908 Laguna Circle-Seaford, Victoria, Australia",11678.0,434607Vi60395,197.0,3578.27,286.2616,89.4568,3953.9884
43762,2011-06-16T00:00:00,2011-06-28T00:00:00,2011-06-23T00:00:00,Shipped,SO43762,,10-4030-027578,Southwest (United States),"6681 Golf Club Rd.-Lakewood, California, United States","6681 Golf Club Rd.-Lakewood, California, United States",4503.0,930287Vi23588,,3578.27,286.2616,89.4568,3953.9884
43763,2011-06-16T00:00:00,2011-06-28T00:00:00,2011-06-23T00:00:00,Shipped,SO43763,,10-4030-016525,Australia (Australia),"2987 Wiget Lane-Goulburn, New South Wales, Australia","2987 Wiget Lane-Goulburn, New South Wales, Australia",17110.0,934622Vi88860,210.0,3578.27,286.2616,89.4568,3953.9884
43764,2011-06-16T00:00:00,2011-06-28T00:00:00,2011-06-23T00:00:00,Shipped,SO43764,,10-4030-016612,Australia (Australia),"1956 Pine Drive-Matraville, New South Wales, Australia","1956 Pine Drive-Matraville, New South Wales, Australia",10644.0,334628Vi54854,210.0,3578.27,286.2616,89.4568,3953.9884
43765,2011-06-16T00:00:00,2011-06-28T00:00:00,2011-06-23T00:00:00,Shipped,SO43765,,10-4030-011010,Australia (Australia),"7800 Corrinne Court-East Brisbane, Queensland, Australia","7800 Corrinne Court-East Brisbane, Queensland, Australia",10245.0,535100Vi52885,210.0,3399.99,271.9992,84.9998,3756.989
43766,2011-06-17T00:00:00,2011-06-29T00:00:00,2011-06-24T00:00:00,Shipped,SO43766,,10-4030-016518,Australia (Australia),"6119 Grasswood Circle-Cranbourne, Victoria, Australia","6119 Grasswood Circle-Cranbourne, Victoria, Australia",10469.0,834615Vi53986,223.0,3578.27,286.2616,89.4568,3953.9884
43767,2011-06-17T00:00:00,2011-06-29T00:00:00,2011-06-24T00:00:00,Shipped,SO43767,,10-4030-011001,Australia (Australia),"2243 W St.-Seaford, Victoria, Australia","2243 W St.-Seaford, Victoria, Australia",8810.0,235091Vi45462,223.0,3374.99,269.9992,84.3748,3729.364
43768,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43768,,10-4030-027649,Northwest (United States),"8546 Wilson Court-Seattle, Washington, United States","8546 Wilson Court-Seattle, Washington, United States",18040.0,830196Vi93642,,3578.27,286.2616,89.4568,3953.9884
43769,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43769,,10-4030-021659,Canada (Canada),"1661 Beauty St.-Haney, British Columbia, Canada","1661 Beauty St.-Haney, British Columbia, Canada",7388.0,1030286Vi38309,238.0,3578.27,286.2616,89.4568,3953.9884
43770,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43770,,10-4030-027614,Northwest (United States),"4224 Almond Avve-Bellingham, Washington, United States","4224 Almond Avve-Bellingham, Washington, United States",16136.0,230296Vi83473,,3578.27,286.2616,89.4568,3953.9884
43771,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43771,,10-4030-014559,Southwest (United States),"5456 Old Oak Drive-Long Beach, California, United States","5456 Old Oak Drive-Long Beach, California, United States",16934.0,633795Vi87782,,699.0982,55.9279,17.4775,772.5036
43772,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43772,,10-4030-016524,Australia (Australia),"5484 Viking Dr-Hawthorne, Queensland, Australia","5484 Viking Dr-Hawthorne, Queensland, Australia",12834.0,334621Vi66368,236.0,3578.27,286.2616,89.4568,3953.9884
43773,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43773,,10-4030-016526,Australia (Australia),"5972 Donegal Court-Sunbury, Victoria, Australia","5972 Donegal Court-Sunbury, Victoria, Australia",19057.0,534623Vi99022,236.0,3578.27,286.2616,89.4568,3953.9884
43774,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43774,,10-4030-016348,Australia (Australia),"5246 Premier Place-Goulburn, New South Wales, Australia","5246 Premier Place-Goulburn, New South Wales, Australia",1311.0,434719Vi6675,236.0,3578.27,286.2616,89.4568,3953.9884
43775,2011-06-18T00:00:00,2011-06-30T00:00:00,2011-06-25T00:00:00,Shipped,SO43775,,10-4030-011027,Australia (Australia),"213 Valencia Place-Warrnambool, Victoria, Australia","213 Valencia Place-Warrnambool, Victoria, Australia",6918.0,535106Vi36020,236.0,3399.99,271.9992,84.9998,3756.989
43776,2011-06-19T00:00:00,2011-07-01T00:00:00,2011-06-26T00:00:00,Shipped,SO43776,,10-4030-013260,Germany (Germany),"Helsenbergbogen 6-Neunkirchen, Saarland, Germany","Helsenbergbogen 6-Neunkirchen, Saarland, Germany",10653.0,1231103Vi54892,253.0,3578.27,286.2616,89.4568,3953.9884
43777,2011-06-19T00:00:00,2011-07-01T00:00:00,2011-06-26T00:00:00,Shipped,SO43777,,10-4030-016515,Australia (Australia),"458 Union St-Hobart, Tasmania, Australia","458 Union St-Hobart, Tasmania, Australia",1850.0,734612Vi9613,249.0,3578.27,286.2616,89.4568,3953.9884
43778,2011-06-19T00:00:00,2011-07-01T00:00:00,2011-06-26T00:00:00,Shipped,SO43778,,10-4030-011018,Australia (Australia),"244 Rivewview-Bendigo, Victoria, Australia","244 Rivewview-Bendigo, Victoria, Australia",9930.0,735103Vi51096,249.0,3399.99,271.9992,84.9998,3756.989
43779,2011-06-19T00:00:00,2011-07-01T00:00:00,2011-06-26T00:00:00,Shipped,SO43779,,10-4030-025252,Australia (Australia),"3905 Harvard Drive-Coffs Harbour, New South Wales, Australia","3905 Harvard Drive-Coffs Harbour, New South Wales, Australia",6901.0,235427Vi35948,249.0,699.0982,55.9279,17.4775,772.5036
43780,2011-06-20T00:00:00,2011-07-02T00:00:00,2011-06-27T00:00:00,Shipped,SO43780,,10-4030-011599,France (France),"Attaché de Presse-Les Ulis, Essonne, France","Attaché de Presse-Les Ulis, Essonne, France",17097.0,131108Vi88806,268.0,3578.27,286.2616,89.4568,3953.9884
43781,2011-06-20T00:00:00,2011-07-02T00:00:00,2011-06-27T00:00:00,Shipped,SO43781,,10-4030-016495,Australia (Australia),"3207 Mario Way-Warrnambool, Victoria, Australia","3207 Mario Way-Warrnambool, Victoria, Australia",5269.0,634609Vi27549,262.0,3578.27,286.2616,89.4568,3953.9884
43782,2011-06-20T00:00:00,2011-07-02T00:00:00,2011-06-27T00:00:00,Shipped,SO43782,,10-4030-016516,Australia (Australia),"2551 Damascus Loop-Townsville, Queensland, Australia","2551 Damascus Loop-Townsville, Queensland, Australia",9916.0,1034613Vi51017,262.0,3578.27,286.2616,89.4568,3953.9884
43783,2011-06-20T00:00:00,2011-07-02T00:00:00,2011-06-27T00:00:00,Shipped,SO43783,,10-4030-016620,Australia (Australia),"9080 San Carlos Avenue-Sydney, New South Wales, Australia","9080 San Carlos Avenue-Sydney, New South Wales, Australia",4651.0,934630Vi24399,262.0,3578.27,286.2616,89.4568,3953.9884
43784,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43784,,10-4030-027667,Southwest (United States),"6670 Del Rey St-Daly City, California, United States","6670 Del Rey St-Daly City, California, United States",15794.0,1030202Vi81657,,3578.27,286.2616,89.4568,3953.9884
43785,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43785,,10-4030-011601,France (France),"335, rue Basse-du-Rocher-Versailles, Yveline, France","335, rue Basse-du-Rocher-Versailles, Yveline, France",3584.0,931114Vi18886,281.0,3578.27,286.2616,89.4568,3953.9884
43786,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43786,,10-4030-011607,France (France),"610, rue des Rosiers-Paris, Seine (Paris), France","610, rue des Rosiers-Paris, Seine (Paris), France",12315.0,931126Vi63695,281.0,3578.27,286.2616,89.4568,3953.9884
43787,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43787,,10-4030-029385,Germany (Germany),"Werftstr 566-Berlin, Hessen, Germany","Werftstr 566-Berlin, Hessen, Germany",,,279.0,3399.99,271.9992,84.9998,3756.989
43788,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43788,,10-4030-011239,United Kingdom (United Kingdom),"8154 Pheasant Circle-London, England, United Kingdom","8154 Pheasant Circle-London, England, United Kingdom",2999.0,431737Vi15728,282.0,3374.99,269.9992,84.3748,3729.364
43789,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43789,,10-4030-025865,Northwest (United States),"6654 Shelly Dr.-Kirkland, Washington, United States","6654 Shelly Dr.-Kirkland, Washington, United States",13143.0,133257Vi68106,,3374.99,269.9992,84.3748,3729.364
43790,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43790,,10-4030-025857,Northwest (United States),"4442 G Street-W. Linn, Oregon, United States","4442 G Street-W. Linn, Oregon, United States",2574.0,733374Vi13410,,3399.99,271.9992,84.9998,3756.989
43791,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43791,,10-4030-016484,Australia (Australia),"3193 Mehaffey Way-Springwood, New South Wales, Australia","3193 Mehaffey Way-Springwood, New South Wales, Australia",2480.0,534606Vi12914,275.0,3578.27,286.2616,89.4568,3953.9884
43792,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43792,,10-4030-016623,Australia (Australia),"4976 Singingwood Court-Port Macquarie, New South Wales, Australia","4976 Singingwood Court-Port Macquarie, New South Wales, Australia",3696.0,334631Vi19512,275.0,3578.27,286.2616,89.4568,3953.9884
43793,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43793,,10-4030-011000,Australia (Australia),"3761 N. 14th St-Rockhampton, Queensland, Australia","3761 N. 14th St-Rockhampton, Queensland, Australia",11981.0,735090Vi61907,275.0,3399.99,271.9992,84.9998,3756.989
43794,2011-06-21T00:00:00,2011-07-03T00:00:00,2011-06-28T00:00:00,Shipped,SO43794,,10-4030-011029,Australia (Australia),"6385 Mark Twain-Bendigo, Victoria, Australia","6385 Mark Twain-Bendigo, Victoria, Australia",103.0,735108Vi576,275.0,3399.99,271.9992,84.9998,3756.989
43795,2011-06-22T00:00:00,2011-07-04T00:00:00,2011-06-29T00:00:00,Shipped,SO43795,,10-4030-027615,Southwest (United States),"9830 Corcoran Road-La Jolla, California, United States","9830 Corcoran Road-La Jolla, California, United States",10180.0,330297Vi52533,,3578.27,286.2616,89.4568,3953.9884
43796,2011-06-22T00:00:00,2011-07-04T00:00:00,2011-06-29T00:00:00,Shipped,SO43796,,10-4030-017956,France (France),"92, rue des Pyrenees-Metz, Moselle, France","92, rue des Pyrenees-Metz, Moselle, France",14408.0,630398Vi74678,294.0,699.0982,55.9279,17.4775,772.5036
43797,2011-06-22T00:00:00,2011-07-04T00:00:00,2011-06-29T00:00:00,Shipped,SO43797,,10-4030-016345,Australia (Australia),"1725 La Salle Ave.-Wollongong, New South Wales, Australia","1725 La Salle Ave.-Wollongong, New South Wales, Australia",3803.0,533967Vi20009,288.0,3578.27,286.2616,89.4568,3953.9884
43798,2011-06-22T00:00:00,2011-07-04T00:00:00,2011-06-29T00:00:00,Shipped,SO43798,,10-4030-016521,Australia (Australia),"8534 Willow Pass Road-Hawthorne, Queensland, Australia","8534 Willow Pass Road-Hawthorne, Queensland, Australia",15729.0,434618Vi81298,288.0,3578.27,286.2616,89.4568,3953.9884
43799,2011-06-22T00:00:00,2011-07-04T00:00:00,2011-06-29T00:00:00,Shipped,SO43799,,10-4030-016636,Australia (Australia),"8022 Camino Verde-South Melbourne, Victoria, Australia","8022 Camino Verde-South Melbourne, Victoria, Australia",10936.0,534635Vi56412,288.0,3578.27,286.2616,89.4568,3953.9884
43800,2011-06-23T00:00:00,2011-07-05T00:00:00,2011-06-30T00:00:00,Shipped,SO43800,,10-4030-021710,Canada (Canada),"2332 Treat Blvd-Royal Oak, British Columbia, Canada","2332 Treat Blvd-Royal Oak, British Columbia, Canada",1500.0,830289Vi7733,303.0,3578.27,286.2616,89.4568,3953.9884
43801,2011-06-23T00:00:00,2011-07-05T00:00:00,2011-06-30T00:00:00,Shipped,SO43801,,10-4030-013583,United Kingdom (United Kingdom),"3857 Mt. Etna-Gateshead, England, United Kingdom","3857 Mt. Etna-Gateshead, England, United Kingdom",10067.0,331102Vi51847,308.0,3578.27,286.2616,89.4568,3953.9884
43802,2011-06-23T00:00:00,2011-07-05T00:00:00,2011-06-30T00:00:00,Shipped,SO43802,,10-4030-011593,France (France),"121, rue de Cambrai-Orleans, Loiret, France","121, rue de Cambrai-Orleans, Loiret, France",15557.0,531106Vi80372,307.0,3578.27,286.2616,89.4568,3953.9884
43803,2011-06-24T00:00:00,2011-07-06T00:00:00,2011-07-01T00:00:00,Shipped,SO43803,,10-4030-021741,Canada (Canada),"1133 Fillet Ave-N. Vancouver, British Columbia, Canada","1133 Fillet Ave-N. Vancouver, British Columbia, Canada",2467.0,1230187Vi12850,316.0,3578.27,286.2616,89.4568,3953.9884
43804,2011-06-24T00:00:00,2011-07-06T00:00:00,2011-07-01T00:00:00,Shipped,SO43804,,10-4030-013585,United Kingdom (United Kingdom),"7650 Central Blvd-Leeds, England, United Kingdom","7650 Central Blvd-Leeds, England, United Kingdom",13404.0,731109Vi69430,321.0,3578.27,286.2616,89.4568,3953.9884
43805,2011-06-24T00:00:00,2011-07-06T00:00:00,2011-07-01T00:00:00,Shipped,SO43805,,10-4030-014510,Northwest (United States),"8693 Balhan Dr.-Everett, Washington, United States","8693 Balhan Dr.-Everett, Washington, United States",7010.0,433792Vi36450,,699.0982,55.9279,17.4775,772.5036
43806,2011-06-24T00:00:00,2011-07-06T00:00:00,2011-07-01T00:00:00,Shipped,SO43806,,10-4030-016523,Australia (Australia),"6513 Beauer Lane-Hervey Bay, Queensland, Australia","6513 Beauer Lane-Hervey Bay, Queensland, Australia",15755.0,1234620Vi81457,314.0,3578.27,286.2616,89.4568,3953.9884
43807,2011-06-25T00:00:00,2011-07-07T00:00:00,2011-07-02T00:00:00,Shipped,SO43807,,10-4030-011611,France (France),"65, rue Faubourg St Antoine-Orleans, Loiret, France","65, rue Faubourg St Antoine-Orleans, Loiret, France",16891.0,1231127Vi87546,333.0,3578.27,286.2616,89.4568,3953.9884
43808,2011-06-25T00:00:00,2011-07-07T00:00:00,2011-07-02T00:00:00,Shipped,SO43808,,10-4030-013259,Germany (Germany),"Celler Weg 5040/Verkaufsabteilung-Münster, Saarland, Germany","Celler Weg 5040/Verkaufsabteilung-Münster, Saarland, Germany",10353.0,932137Vi53430,331.0,3578.27,286.2616,89.4568,3953.9884
43809,2011-06-25T00:00:00,2011-07-07T00:00:00,2011-07-02T00:00:00,Shipped,SO43809,,10-4030-016350,Australia (Australia),"5891 Quail Court/Unit C-Sydney, New South Wales, Australia","5891 Quail Court/Unit C-Sydney, New South Wales, Australia",14752.0,134601Vi76444,327.0,3578.27,286.2616,89.4568,3953.9884
43810,2011-06-25T00:00:00,2011-07-07T00:00:00,2011-07-02T00:00:00,Shipped,SO43810,,10-4030-011004,Australia (Australia),"7553 Harness Circle-Wollongong, New South Wales, Australia","7553 Harness Circle-Wollongong, New South Wales, Australia",12777.0,835094Vi66068,327.0,3399.99,271.9992,84.9998,3756.989
43811,2011-06-25T00:00:00,2011-07-07T00:00:00,2011-07-02T00:00:00,Shipped,SO43811,,10-4030-011026,Australia (Australia),"8211 Leeds Ct.-Goulburn, New South Wales, Australia","8211 Leeds Ct.-Goulburn, New South Wales, Australia",8888.0,1235105Vi45830,327.0,3399.99,271.9992,84.9998,3756.989
43812,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43812,,10-4030-027662,Southwest (United States),"5149 Thistle Court-Burbank, California, United States","5149 Thistle Court-Burbank, California, United States",7442.0,930198Vi38606,,3578.27,286.2616,89.4568,3953.9884
43813,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43813,,10-4030-028390,France (France),"180, boulevard Beau Marchais-Colombes, Hauts de Seine, France","180, boulevard Beau Marchais-Colombes, Hauts de Seine, France",10022.0,431738Vi51601,346.0,3374.99,269.9992,84.3748,3729.364
43814,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43814,,10-4030-025866,Northwest (United States),"7917 Snowberry Court-W. Linn, Oregon, United States","7917 Snowberry Court-W. Linn, Oregon, United States",1085.0,833258Vi5404,,3374.99,269.9992,84.3748,3729.364
43815,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43815,,10-4030-016494,Australia (Australia),"1915 Standing Grove Dr.-Warrnambool, Victoria, Australia","1915 Standing Grove Dr.-Warrnambool, Victoria, Australia",12070.0,734608Vi62400,340.0,3578.27,286.2616,89.4568,3953.9884
43816,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43816,,10-4030-016496,Australia (Australia),"6345 Katharyn Drive-Darlinghurst, New South Wales, Australia","6345 Katharyn Drive-Darlinghurst, New South Wales, Australia",14211.0,734610Vi73710,340.0,3578.27,286.2616,89.4568,3953.9884
43817,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43817,,10-4030-016519,Australia (Australia),"4409 North Ranchford-Hervey Bay, Queensland, Australia","4409 North Ranchford-Hervey Bay, Queensland, Australia",10904.0,634616Vi56238,340.0,3578.27,286.2616,89.4568,3953.9884
43818,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43818,,10-4030-016528,Australia (Australia),"2020 Bell Dr.-Melton, Victoria, Australia","2020 Bell Dr.-Melton, Victoria, Australia",13485.0,134625Vi69865,340.0,3578.27,286.2616,89.4568,3953.9884
43819,2011-06-26T00:00:00,2011-07-08T00:00:00,2011-07-03T00:00:00,Shipped,SO43819,,10-4030-011006,Australia (Australia),"2612 Berry Dr-Matraville, New South Wales, Australia","2612 Berry Dr-Matraville, New South Wales, Australia",5054.0,935096Vi26471,340.0,3399.99,271.9992,84.9998,3756.989
43820,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43820,,10-4030-027651,Southwest (United States),"4487 Ahwanee Lane-Concord, California, United States","4487 Ahwanee Lane-Concord, California, United States",12947.0,330197Vi66982,,3578.27,286.2616,89.4568,3953.9884
43821,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43821,,10-4030-027663,Southwest (United States),"6767 Stinson-Santa Cruz, California, United States","6767 Stinson-Santa Cruz, California, United States",6912.0,130199Vi35996,,3578.27,286.2616,89.4568,3953.9884
43822,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43822,,10-4030-027669,Southwest (United States),"9602 C St.-Coronado, California, United States","9602 C St.-Coronado, California, United States",17504.0,230204Vi90922,,3578.27,286.2616,89.4568,3953.9884
43823,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43823,,10-4030-019942,United Kingdom (United Kingdom),"6957 Olivewood Ct.-Oxon, England, United Kingdom","6957 Olivewood Ct.-Oxon, England, United Kingdom",7639.0,830400Vi39580,360.0,699.0982,55.9279,17.4775,772.5036
43824,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43824,,10-4030-014558,Northwest (United States),"8844 Bel Aire Drive-Yakima, Washington, United States","8844 Bel Aire Drive-Yakima, Washington, United States",7138.0,1233794Vi37022,,699.0982,55.9279,17.4775,772.5036
43825,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43825,,10-4030-016349,Australia (Australia),"2702 Alan Dr.-Bendigo, Victoria, Australia","2702 Alan Dr.-Bendigo, Victoria, Australia",16730.0,934720Vi86677,353.0,3578.27,286.2616,89.4568,3953.9884
43826,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43826,,10-4030-011008,Australia (Australia),"624 Peabody Road-Bendigo, Victoria, Australia","624 Peabody Road-Bendigo, Victoria, Australia",13554.0,835098Vi70239,353.0,3374.99,269.9992,84.3748,3729.364
43827,2011-06-27T00:00:00,2011-07-09T00:00:00,2011-07-04T00:00:00,Shipped,SO43827,,10-4030-025250,Australia (Australia),"2131 Minert Rd.-Gold Coast, Queensland, Australia","2131 Minert Rd.-Gold Coast, Queensland, Australia",7542.0,335426Vi39058,353.0,699.0982,55.9279,17.4775,772.5036
43828,2011-06-28T00:00:00,2011-07-10T00:00:00,2011-07-05T00:00:00,Shipped,SO43828,,10-4030-027605,Northwest (United States),"5656 Via Delaware-Sedro Woolley, Washington, United States","5656 Via Delaware-Sedro Woolley, Washington, United States",17303.0,1030292Vi89856,,3578.27,286.2616,89.4568,3953.9884
43829,2011-06-28T00:00:00,2011-07-10T00:00:00,2011-07-05T00:00:00,Shipped,SO43829,,10-4030-027611,Southwest (United States),"6177 Golf Club Road-El Cajon, California, United States","6177 Golf Club Road-El Cajon, California, United States",3742.0,1030294Vi19725,,3578.27,286.2616,89.4568,3953.9884
43830,2011-06-28T00:00:00,2011-07-10T00:00:00,2011-07-05T00:00:00,Shipped,SO43830,,10-4030-016347,Australia (Australia),"8335 Elm Rd.-Rhodes, New South Wales, Australia","8335 Elm Rd.-Rhodes, New South Wales, Australia",11691.0,934718Vi60484,366.0,3578.27,286.2616,89.4568,3953.9884
43831,2011-06-28T00:00:00,2011-07-10T00:00:00,2011-07-05T00:00:00,Shipped,SO43831,,10-4030-011028,Australia (Australia),"9111 Rose Ann Ave-St. Leonards, New South Wales, Australia","9111 Rose Ann Ave-St. Leonards, New South Wales, Australia",3749.0,835107Vi19779,366.0,3374.99,269.9992,84.3748,3729.364
